id,model_score,model_risk_grade
104865120,550,B
71593071,526,D
44065413,542,C
65048622,510,F
96985006,526,D
118660647,552,B
71756683,546,B
39570975,564,A
102216588,528,D
39719719,508,F
72163839,552,B
130319353,531,D
60695570,519,E
73132048,515,E
78589093,560,A
104345652,520,E
43709227,511,F
66502991,516,E
75113412,546,B
131648327,524,D
75145773,566,A
75164641,513,F
117874552,535,C
57246188,513,F
76449470,504,G
74581629,551,B
77331421,524,D
46115522,519,E
38454999,539,C
124425661,534,C
63977782,540,C
70581863,515,E
95037360,556,A
110754382,505,F
112457348,497,G
63692281,522,E
74512020,510,F
80730916,533,D
73528160,551,B
70611085,515,E
107292922,542,C
89067223,515,E
66571802,550,B
59170892,572,A
90256301,530,D
72722888,528,D
60862130,518,E
116876288,526,D
100474180,568,A
38311184,519,E
68723395,492,G
127153301,555,A
49703461,536,C
65786165,533,D
71864958,545,B
97485154,540,C
69097197,515,E
91220510,550,B
78710098,524,D
122364284,476,G
92054561,499,G
60677203,531,D
59839290,520,E
43985592,519,E
112380428,534,C
85571023,527,D
63407695,505,F
53634360,510,F
78709707,515,E
122369291,539,C
134128089,506,F
10074757,556,A
46846228,507,F
41072469,540,C
68634814,489,G
102373697,533,D
38528918,545,B
120011385,581,A
46683827,525,D
97277834,530,D
55957125,500,G
83212875,523,E
60625520,523,E
50910581,550,B
125275924,519,E
52026396,491,G
57166993,547,B
51907256,496,G
73692206,517,E
116802262,533,D
39523055,517,E
46745309,521,E
46825210,530,D
66482868,554,B
117875202,537,C
113316360,502,G
40208269,537,C
50415138,547,B
73252335,576,A
110302781,523,E
91042341,547,B
85641622,552,B
95896053,531,D
44856660,536,C
75195079,586,A
73588651,555,A
48725173,521,E
55877710,542,C
65823509,518,E
125348850,524,D
93829951,563,A
90651307,531,D
75172178,515,E
113959221,514,F
91613346,518,E
57176468,524,D
64098239,522,E
97042117,531,D
59110729,532,D
90210595,511,F
72842325,504,G
113844790,504,G
75159857,522,E
61384705,537,C
49483121,547,B
75060611,486,G
46315165,532,D
71906635,568,A
38485660,541,C
145440890,530,D
56120139,516,E
122232955,546,B
87325311,539,C
39479848,541,C
67466419,560,A
92203630,528,D
78061441,500,G
104132753,502,G
96943663,499,G
96259366,547,B
74856068,509,F
66291165,525,D
40922193,542,C
70113030,571,A
40590283,521,E
66026099,529,D
121513806,522,E
87644264,514,F
52888150,518,E
92114494,520,E
87275460,515,E
48916444,516,E
75199267,509,F
39148354,517,E
114503630,562,A
58291088,523,E
76274467,514,F
55767632,518,E
62569922,543,B
47727298,511,F
92560372,548,B
85744003,506,F
64230703,546,B
39400728,540,C
97384919,557,A
40582331,508,F
62336055,528,D
55111691,552,B
131260622,520,E
51977804,500,G
61374177,540,C
79651673,502,G
66571054,517,E
54345305,543,B
110438498,512,F
84614566,544,B
75943244,541,C
90241286,529,D
131466735,506,F
60931406,492,G
56001419,543,B
94345334,517,E
93645857,521,E
49963412,509,F
93483611,523,E
72173567,516,E
55108994,534,C
131211291,563,A
115251025,519,E
116576583,504,G
46683933,531,D
77577765,520,E
85661958,521,E
143064858,552,B
54317147,528,D
104172160,566,A
127392383,544,B
73672357,525,D
131073764,548,B
64190296,510,F
55967824,557,A
117220426,526,D
91713909,533,D
121334848,516,E
54443579,513,F
113539481,543,B
44633680,536,C
84654257,523,E
74706767,527,D
67315159,513,F
93951439,545,B
40980407,546,B
62784493,532,D
77635531,528,D
50456255,542,C
95343093,497,G
70731511,574,A
40876304,500,G
44037052,548,B
44946452,516,E
49955437,522,E
93979354,543,B
74804291,526,D
72584574,509,F
59101574,517,E
65796126,545,B
51946692,515,E
92850195,523,E
68957532,504,G
73704449,501,G
66590713,530,D
60911569,548,B
86366214,497,G
121891976,533,D
59189871,533,D
102393302,508,F
40522194,507,F
115689584,527,D
52311198,527,D
46244152,542,C
41072251,516,E
54978250,513,F
41169750,520,E
61792115,497,G
71077127,507,F
75051887,495,G
68598155,530,D
125142153,554,B
128220679,550,B
88166762,528,D
59212031,515,E
46614311,537,C
60851768,556,A
106478384,519,E
84585473,527,D
49773762,520,E
61414530,520,E
40580572,524,D
58593915,513,F
93890358,530,D
66340484,510,F
69642446,552,B
87045503,514,F
134074684,547,B
44653831,523,E
96454933,508,F
74834411,550,B
110797676,535,C
51996935,531,D
77138978,541,C
71704142,514,F
91863505,529,D
39671594,514,F
50446326,507,F
68518438,520,E
65804304,531,D
99637763,549,B
117881534,560,A
70120822,520,E
61612527,564,A
58160579,505,F
115364399,530,D
38902399,535,C
96690444,523,E
109679347,512,F
49644007,502,G
120614545,563,A
46826006,515,E
69593591,542,C
85280193,531,D
91476144,539,C
92571316,544,B
88653251,537,C
59482482,532,D
76183064,553,B
60666450,523,E
114934008,489,G
68485505,509,F
70852065,529,D
97972720,498,G
97356398,535,C
93413482,524,D
125707719,543,B
82030513,507,F
107216265,496,G
121307364,571,A
66405351,523,E
124720233,539,C
93737702,520,E
93913173,543,B
129910228,535,C
69594570,548,B
73873511,529,D
48996560,514,F
87254811,534,C
51217316,518,E
121387012,533,D
46347629,506,F
84849482,542,C
65108438,548,B
54474276,513,F
38605205,565,A
41266420,547,B
66604065,544,B
63289382,498,G
67575556,532,D
58250703,526,D
91385177,500,G
56350324,541,C
75538279,536,C
66544732,523,E
110012271,518,E
125382513,550,B
72692729,527,D
115457990,512,F
59562025,534,C
54928392,541,C
130370879,518,E
75060350,562,A
137687517,532,D
71573324,513,F
40432399,525,D
77458832,502,G
114509305,537,C
112949585,548,B
48664723,521,E
60265341,521,E
92828940,514,F
77210748,498,G
87264967,553,B
61409648,565,A
93110272,521,E
50606445,523,E
67258873,500,G
78850223,541,C
43256079,541,C
91221013,534,C
110520195,551,B
112049115,501,G
47250550,515,E
51878885,529,D
54819009,513,F
48030729,523,E
59162965,524,D
70895913,508,F
91081621,523,E
78179071,529,D
43540065,536,C
70022167,500,G
95327632,484,G
51868872,537,C
54077526,492,G
74663467,492,G
47817149,521,E
79905958,499,G
60666507,544,B
48494241,519,E
90698024,505,F
92133260,552,B
63437917,528,D
111441655,539,C
134583299,533,D
64130302,518,E
55957604,541,C
65975911,507,F
90225912,551,B
97859209,520,E
43165439,526,D
125024889,543,B
74631257,530,D
54424788,492,G
60566710,501,G
93770769,543,B
63338177,483,G
105415359,518,E
67665222,556,A
69933124,522,E
52026694,553,B
40411399,548,B
71037902,509,F
42675250,527,D
83876076,546,B
88153516,530,D
64862209,501,G
62389174,536,C
90237743,522,E
120219388,541,C
43810589,503,G
129918327,530,D
57713656,521,E
95427559,515,E
98962257,536,C
43976355,523,E
76538379,490,G
41001891,519,E
45744121,523,E
124870436,521,E
56698260,528,D
116801212,562,A
94861260,567,A
46598789,532,D
57156181,507,F
64107199,527,D
53934524,538,C
38549184,529,D
57125230,494,G
73833472,544,B
87274675,534,C
74503964,522,E
109810997,521,E
126389062,541,C
96213245,529,D
75759427,523,E
60637165,551,B
52037319,529,D
56108527,537,C
134932519,522,E
122304753,531,D
100160521,547,B
38625760,515,E
85731222,540,C
67348663,546,B
79955698,504,G
63391217,521,E
73242413,522,E
39732353,515,E
69793166,510,F
62924307,531,D
46214527,533,D
111628508,521,E
60627443,521,E
75789103,527,D
39550711,546,B
42984318,514,F
98166563,511,F
142502636,532,D
74765397,552,B
110817750,553,B
52808204,529,D
76001493,565,A
65775636,564,A
132140221,519,E
94441727,534,C
73141239,541,C
113483752,523,E
40217625,528,D
73531485,525,D
38449617,505,F
95010664,523,E
49383334,521,E
99270381,512,F
61581224,565,A
38470039,519,E
99862352,522,E
63290145,533,D
67605261,520,E
64291199,516,E
65078404,530,D
40247706,525,D
61088171,514,F
48181306,532,D
46723965,497,G
60577015,525,D
96626810,537,C
94123750,575,A
60637189,542,C
130308007,527,D
138753735,511,F
59512121,541,C
125301423,556,A
113097719,562,A
65622323,520,E
64027333,537,C
143632573,582,A
57135519,510,F
107634254,547,B
57864524,506,F
92901986,561,A
49954028,524,D
98926116,525,D
41021287,519,E
79531691,516,E
67387277,511,F
54100151,516,E
42463794,540,C
75102055,553,B
95325569,498,G
39600944,488,G
68881672,520,E
59522811,524,D
126003752,540,C
83912172,526,D
61982495,531,D
75799482,541,C
102276778,534,C
115527696,560,A
72203753,535,C
44125335,525,D
65831958,494,G
113009888,548,B
93694510,529,D
70836963,536,C
87444684,555,A
52311393,499,G
62285379,517,E
52039197,528,D
133051279,563,A
58553446,519,E
67445436,517,E
40381350,530,D
82070418,506,F
46416482,542,C
115401425,557,A
43265452,514,F
50516300,555,A
61398131,518,E
53413576,541,C
113061643,553,B
66434606,532,D
63245054,525,D
62664157,536,C
61410551,522,E
44756491,535,C
89809033,538,C
98033480,522,E
57873074,539,C
133746505,557,A
119294773,523,E
110729842,535,C
91239287,525,D
43995632,521,E
77369514,556,A
68397543,528,D
40736668,513,F
126067842,540,C
109858393,521,E
41151460,505,F
65925448,522,E
113844199,550,B
68712499,517,E
65655022,542,C
91437227,534,C
93257339,555,A
63144322,534,C
48314541,534,C
85604797,557,A
125581513,529,D
90190798,526,D
95106708,525,D
88779471,548,B
139014803,514,F
51896911,551,B
52878608,531,D
59150418,545,B
107370803,533,D
62207650,497,G
74171617,532,D
114921586,521,E
52668164,538,C
84504076,565,A
119198728,555,A
61007362,546,B
122419368,533,D
85582234,506,F
74765895,525,D
43914229,521,E
119241048,521,E
120597907,495,G
88043543,517,E
52496187,535,C
129058774,546,B
43064485,547,B
132671265,508,F
61483608,554,B
68433736,537,C
69327046,515,E
38614695,566,A
65642861,508,F
126124373,553,B
77208982,535,C
65693572,537,C
65372881,549,B
88113630,531,D
112428145,524,D
96548053,532,D
65666974,499,G
39440314,494,G
88644468,547,B
65615632,518,E
79975234,517,E
55048645,514,F
49943531,559,A
44076956,503,G
64958280,516,E
40451004,504,G
46917453,505,F
42191690,543,B
75221180,547,B
61812943,494,G
65058182,513,F
113098691,540,C
58050213,525,D
109092566,538,C
114509337,542,C
46576887,534,C
38628295,534,C
57206029,504,G
87124753,496,G
135024221,552,B
85228889,489,G
78599202,519,E
138122948,523,E
94297965,525,D
123333597,519,E
39689350,518,E
87073648,499,G
92054041,536,C
50565730,498,G
43287505,520,E
58492319,532,D
50645933,546,B
61459391,502,G
75850155,497,G
68514521,517,E
60265267,546,B
77318864,507,F
79561791,531,D
119391563,512,F
119263582,557,A
60266874,547,B
127805720,509,F
65169459,531,D
52331346,542,C
60255728,525,D
131516233,538,C
62619518,544,B
97475749,574,A
122342819,539,C
78249590,543,B
51987796,525,D
63508463,539,C
61389133,528,D
59542015,512,F
78378725,514,F
91386158,529,D
81436388,541,C
75261083,519,E
73460394,505,F
129886054,519,E
125062738,525,D
63783883,521,E
40237220,545,B
51986251,529,D
92481419,518,E
98357380,509,F
102335199,517,E
75597755,555,A
61403958,507,F
112877283,577,A
54249033,511,F
93595147,525,D
107055693,545,B
70538274,548,B
91583594,525,D
121825390,507,F
49524374,525,D
44076384,545,B
71936207,532,D
51486326,509,F
44845185,512,F
43839394,496,G
81515363,535,C
88462711,535,C
53574856,535,C
56350171,527,D
44653668,510,F
96872073,528,D
57186162,528,D
125886170,532,D
74524216,544,B
111743010,490,G
75788353,490,G
64220499,536,C
119992662,516,E
96153712,562,A
67306306,511,F
72247424,559,A
125654998,556,A
65811822,532,D
113338226,527,D
59181550,510,F
45202332,519,E
48906265,526,D
44048106,564,A
46714275,547,B
44329151,526,D
118185846,532,D
74784489,563,A
38201175,557,A
65821774,542,C
127041600,557,A
85883044,514,F
40423143,513,F
92901562,519,E
88735184,515,E
116827013,502,G
97508602,524,D
72612837,532,D
46630339,540,C
80550581,545,B
60296668,544,B
105417268,532,D
59192245,528,D
41102565,528,D
66452355,514,F
63407430,508,F
83646841,493,G
60753819,499,G
83725994,562,A
53352398,508,F
58653806,548,B
126725869,519,E
112818990,547,B
88148591,533,D
106907998,546,B
54948506,538,C
71562699,513,F
77536976,575,A
54523696,523,E
59121667,515,E
58010951,506,F
95331694,514,F
39749893,499,G
137613752,528,D
135000156,536,C
91287571,527,D
45414912,513,F
57245243,516,E
100106538,546,B
74544951,536,C
57782576,514,F
56090631,520,E
49703414,524,D
75262168,527,D
66632400,564,A
112748813,534,C
72522171,491,G
97932310,529,D
60625892,521,E
93633453,539,C
68413785,545,B
96426068,515,E
49227125,508,F
100136392,522,E
94186822,523,E
60793589,556,A
76331569,562,A
68580554,552,B
124443569,560,A
72774319,529,D
93762107,547,B
77111726,537,C
61348461,532,D
73385410,492,G
110358505,510,F
72562761,533,D
69635235,558,A
133932671,515,E
93702631,517,E
65714150,531,D
40570153,534,C
73324100,505,F
68453667,544,B
47957299,531,D
123045390,530,D
55481765,517,E
58713404,540,C
39640397,529,D
61342119,519,E
93543567,559,A
72734542,509,F
47270233,512,F
48664678,529,D
59170659,530,D
107551154,495,G
39741094,553,B
119367706,537,C
107026836,522,E
73087318,526,D
68443334,546,B
44036992,516,E
74545844,535,C
76351739,516,E
115046884,537,C
73712940,510,F
38372263,548,B
44137741,517,E
131107596,547,B
76131437,509,F
40950347,532,D
117205503,506,F
66005401,521,E
38141963,538,C
50173257,569,A
63702365,532,D
55947635,563,A
111057466,523,E
78759874,525,D
70080466,552,B
66493278,525,D
69593288,529,D
124863982,538,C
118330132,542,C
38479670,555,A
111906146,540,C
65792944,524,D
94676612,547,B
74635574,542,C
124957478,530,D
55573634,529,D
109367461,526,D
42355695,499,G
65008478,505,F
65824172,508,F
44826375,537,C
61523925,518,E
55584498,509,F
119367370,520,E
60901645,536,C
83558307,557,A
71052846,502,G
83845494,552,B
54157376,544,B
109338447,542,C
72153169,533,D
42375685,498,G
70162816,527,D
102675046,505,F
63742406,543,B
65704729,520,E
55362191,526,D
97531302,524,D
54928280,527,D
102384656,520,E
112371190,503,G
60225255,542,C
93105470,540,C
89966752,537,C
90895213,536,C
65975130,565,A
78298831,519,E
42824444,508,F
71775434,533,D
45354606,523,E
92205384,569,A
44055434,529,D
122205182,516,E
70692199,521,E
57256357,520,E
41348683,541,C
94387715,579,A
102537133,525,D
88045506,514,F
55256033,510,F
49925827,505,F
73629998,512,F
57772898,553,B
73356219,524,D
65179783,512,F
48545143,539,C
63424855,506,F
48604832,509,F
68752487,515,E
57184195,522,E
92677886,541,C
92173135,522,E
89854395,549,B
63244764,518,E
75810618,500,G
57214464,527,D
64231172,524,D
88584074,546,B
120264344,505,F
114003221,516,E
57598159,580,A
105935990,517,E
40737572,544,B
76322669,569,A
92839433,528,D
56002481,498,G
130374556,548,B
121841797,514,F
81504074,529,D
68845242,515,E
40402191,523,E
40531625,525,D
76202916,553,B
43946259,528,D
65592657,508,F
115092292,514,F
132324778,495,G
66455050,510,F
55867408,553,B
110630425,551,B
103517348,552,B
100057729,525,D
117189386,534,C
66451851,530,D
73409003,529,D
61483544,537,C
136741636,576,A
92053914,546,B
116922143,530,D
46600120,513,F
57712257,549,B
41050212,527,D
111998426,527,D
133964203,524,D
38506653,504,G
129428153,509,F
91963644,533,D
38499719,559,A
36260758,501,G
67655364,519,E
71817578,507,F
92213743,523,E
91424772,520,E
71418713,494,G
44142946,518,E
48534886,549,B
50426248,535,C
79621392,536,C
119304446,513,F
70272970,536,C
43286632,513,F
83705861,502,G
70835594,559,A
103497848,557,A
77500374,529,D
62824994,524,D
73600370,549,B
90164563,529,D
125867959,522,E
46632075,526,D
62107429,549,B
119222554,553,B
46705885,521,E
47300205,516,E
61528514,553,B
75759378,556,A
60566685,509,F
129052353,502,G
102663900,541,C
135752207,520,E
78052032,546,B
110660220,501,G
108103204,524,D
142892891,543,B
94259783,512,F
126125156,527,D
54343271,563,A
68704376,530,D
72927273,518,E
53754366,518,E
74531881,522,E
42314455,496,G
110048362,541,C
46816411,513,F
61188182,518,E
46428365,527,D
55454861,553,B
47230784,546,B
136227234,530,D
41051710,522,E
112724150,520,E
55390226,531,D
42503925,491,G
98707609,509,F
76121751,496,G
77399059,511,F
78709622,507,F
130754046,535,C
131265809,542,C
110947904,577,A
58420350,509,F
112475758,499,G
106792917,503,G
70212652,503,G
94086028,532,D
71512359,523,E
88875036,535,C
91168602,522,E
138669393,564,A
94018348,554,B
39259855,509,F
75910531,514,F
113416508,513,F
46652530,542,C
96923015,540,C
69697354,548,B
93653035,507,F
67685746,520,E
55230997,531,D
118266638,540,C
39239251,539,C
71965282,494,G
39570607,512,F
75334119,545,B
67477888,525,D
115091488,533,D
84243940,540,C
113962378,533,D
53804248,533,D
60555436,510,F
46125135,540,C
46516445,515,E
61322029,531,D
94392484,504,G
55951809,499,G
117860958,569,A
109654285,525,D
61381153,532,D
68671087,488,G
51366268,541,C
57673995,522,E
58542569,541,C
70060118,538,C
43286188,519,E
55151530,540,C
124956610,528,D
75839015,503,G
41740531,501,G
70693544,531,D
89994650,513,F
54948507,515,E
67269024,534,C
61340209,525,D
123011236,552,B
65363276,533,D
48674456,526,D
48121148,522,E
62429228,521,E
126352600,573,A
91070313,536,C
131711893,507,F
78528809,507,F
130827311,525,D
64862540,546,B
69435292,526,D
90146812,524,D
50575163,533,D
55269835,536,C
75324607,527,D
62196278,513,F
38341114,488,G
77467117,515,E
119363351,528,D
61513726,541,C
41092361,528,D
114143045,512,F
46347020,545,B
72713422,515,E
104015567,512,F
41348788,526,D
50437429,536,C
58051049,527,D
85700210,579,A
38171250,538,C
41151522,505,F
68368503,530,D
65771807,507,F
41730816,511,F
133985042,513,F
124034252,535,C
44037723,490,G
66550672,508,F
126146829,548,B
125278348,529,D
144134429,532,D
74554040,554,B
139200057,501,G
60276624,525,D
68982149,524,D
46848623,506,F
102658053,534,C
51987032,548,B
103328510,555,A
70772751,536,C
68425661,530,D
70994249,522,E
61388751,530,D
56098829,551,B
43589434,521,E
109005595,531,D
60365790,501,G
38494469,524,D
96924297,520,E
110500533,552,B
38331332,525,D
125274885,543,B
54314989,520,E
68999938,527,D
90746909,519,E
106976802,539,C
74632221,541,C
58553860,497,G
65442672,508,F
72841364,529,D
65009191,523,E
41379246,547,B
85241195,525,D
68063568,517,E
108262516,552,B
110687488,556,A
107656995,511,F
95102550,518,E
118271487,550,B
59109733,529,D
94285236,505,F
73835872,520,E
51467358,526,D
84494367,527,D
115085607,530,D
54435039,546,B
74505883,479,G
72584622,507,F
119415980,482,G
66620764,502,G
73713946,497,G
89593163,556,A
58703649,550,B
74731694,520,E
43285365,525,D
46660696,503,G
76598258,503,G
128310490,531,D
130079777,522,E
43985473,502,G
48606709,528,D
96571939,519,E
91276423,534,C
41328826,531,D
58782678,513,F
38658905,518,E
73954348,554,B
95157787,522,E
123968263,536,C
87564795,525,D
94250116,557,A
96605950,501,G
122229711,542,C
61422024,534,C
65284788,533,D
57684508,531,D
95353298,505,F
95168551,544,B
134400549,568,A
125761332,517,E
99872211,536,C
43529445,548,B
50646618,514,F
71004419,533,D
126372722,535,C
88392124,554,B
59461433,509,F
65683983,510,F
62032951,530,D
65722579,528,D
124019944,560,A
135889091,547,B
79766585,531,D
84194133,502,G
114781401,520,E
120135711,510,F
45444394,511,F
113540606,512,F
74503236,526,D
50233679,537,C
122652659,545,B
52818919,527,D
68744899,538,C
52426307,537,C
114170143,526,D
75304843,519,E
113699812,508,F
63783577,510,F
68323278,546,B
85733792,498,G
116637092,512,F
133674883,575,A
38626623,488,G
43915793,522,E
55897952,520,E
94380995,515,E
68704134,505,F
60125181,543,B
91138350,529,D
62175928,527,D
69583825,499,G
74492650,550,B
46917222,515,E
119387374,556,A
62347170,572,A
119198886,539,C
41051512,500,G
120056832,529,D
131711884,519,E
71429772,533,D
109858514,557,A
121300619,510,F
70993814,529,D
130931511,542,C
55119513,529,D
60840337,516,E
67357359,500,G
46752942,515,E
78510223,525,D
95354181,520,E
111730140,500,G
66480336,526,D
55432198,519,E
100431292,500,G
98928669,526,D
55807414,509,F
96188893,509,F
61490569,518,E
100160115,539,C
48636410,512,F
49247444,516,E
42314930,527,D
105416700,545,B
70411797,501,G
78849337,532,D
43590014,526,D
76753696,533,D
90118605,531,D
67735402,498,G
88896816,528,D
10091440,554,B
63450082,528,D
56087144,515,E
91357989,524,D
120122935,529,D
77169639,535,C
69095833,555,A
70651500,525,D
72615553,542,C
54323411,516,E
43669495,508,F
55158916,535,C
77141742,557,A
113385630,534,C
93307422,522,E
46184799,504,G
66390896,530,D
50455155,541,C
60823635,547,B
61038081,526,D
58662319,556,A
68831529,512,F
63518146,514,F
68594223,570,A
103484436,500,G
85117049,502,G
125051202,542,C
91027427,518,E
49673514,561,A
84131838,508,F
132337195,547,B
97952550,535,C
58603148,487,G
66631323,505,F
107057495,517,E
48534944,494,G
60903265,547,B
91518262,503,G
39349878,529,D
51436999,516,E
57025305,517,E
84334376,565,A
37781761,513,F
44494007,532,D
68882140,556,A
58281029,538,C
90916521,524,D
88614989,500,G
57356703,550,B
63330611,529,D
74566270,505,F
52748218,527,D
102365833,504,G
41020965,520,E
59310760,564,A
45884272,526,D
53514236,533,D
92748692,517,E
130260944,527,D
70050732,545,B
121428010,497,G
103688042,553,B
54918350,515,E
48856601,541,C
84003881,489,G
66414022,513,F
105943907,537,C
98962104,517,E
44786564,527,D
70875915,490,G
50636299,526,D
61883351,528,D
111531018,519,E
83685458,549,B
120144696,558,A
44339701,499,G
123606447,516,E
66644292,524,D
76384093,534,C
75159885,520,E
51869015,504,G
61037057,527,D
110383133,522,E
123011922,518,E
93780677,524,D
55585267,509,F
61502863,488,G
83963847,493,G
65017133,520,E
71794215,526,D
65896575,508,F
74732587,535,C
66530624,503,G
129084205,559,A
115607567,518,E
89847456,532,D
122255842,541,C
112874500,499,G
73833614,506,F
115106314,520,E
90414574,525,D
88854178,514,F
46803566,521,E
129268892,548,B
91082460,561,A
90149190,549,B
95589018,526,D
97297920,562,A
38535530,531,D
48090194,535,C
60961479,516,E
78338508,529,D
123030502,539,C
53392199,510,F
124896290,544,B
111717864,495,G
70963182,534,C
63186901,525,D
46396859,535,C
65722289,521,E
57905866,520,E
50626701,526,D
65344073,525,D
59423009,515,E
38458239,525,D
63504722,526,D
56572276,527,D
127741388,530,D
74692844,529,D
94035930,512,F
94354892,541,C
104952187,539,C
58120458,524,D
38465361,546,B
77426551,518,E
59170150,541,C
52728917,523,E
113562816,521,E
61017086,530,D
65803789,512,F
70260700,530,D
54533435,535,C
71877296,571,A
42453281,496,G
67286104,544,B
89383184,532,D
83635037,496,G
68595404,513,F
58330401,542,C
43789266,506,F
67305951,514,F
114146620,543,B
64087874,548,B
68064041,484,G
135891708,546,B
85573357,559,A
79552457,518,E
102884609,562,A
69913141,507,F
93642590,506,F
94276450,515,E
63454365,535,C
68845951,529,D
60535933,497,G
107088333,538,C
126292027,536,C
47440276,543,B
86106900,543,B
70092371,501,G
793292,510,F
128084120,540,C
44915205,529,D
81290462,543,B
46786656,504,G
68485595,526,D
91217265,524,D
48694552,541,C
96927619,505,F
40097661,506,F
44015328,515,E
75587876,566,A
128950314,504,G
46813284,531,D
51859049,532,D
84437377,508,F
74625866,533,D
102404746,532,D
66390144,489,G
95348384,549,B
88875821,550,B
66645187,520,E
78749517,515,E
124036444,540,C
92370629,523,E
78580180,513,F
59522336,512,F
87083278,514,F
55392225,527,D
50073203,525,D
55320551,520,E
107579242,524,D
104309122,509,F
38792117,528,D
65877146,533,D
86976164,518,E
119980396,531,D
97053102,530,D
38517414,506,F
56118314,494,G
67645519,525,D
117949293,523,E
96313520,544,B
40473662,534,C
44493317,526,D
75299375,545,B
102674447,525,D
53744577,536,C
59282373,511,F
53484510,499,G
63897839,537,C
113883241,522,E
48627650,519,E
96830770,518,E
40950306,510,F
75418373,534,C
124776693,513,F
73895661,548,B
67565824,554,B
76101967,558,A
46448220,511,F
69565143,537,C
65803358,504,G
121407012,527,D
97448659,502,G
61388946,484,G
91950899,544,B
54503888,519,E
91586175,483,G
41237158,550,B
75173217,542,C
51976771,518,E
66433413,524,D
127531113,528,D
63184610,514,F
67979217,494,G
41152713,532,D
117889050,545,B
55747559,528,D
52868777,533,D
39350015,525,D
79311243,529,D
69084413,531,D
46843347,515,E
104049378,549,B
52486390,499,G
84135268,505,F
77327278,505,F
88149562,518,E
65141053,543,B
92431097,512,F
72655155,521,E
62734838,551,B
93297137,526,D
44429295,508,F
61348501,515,E
41237656,521,E
71022539,529,D
74101375,528,D
40502987,521,E
39540760,530,D
94085615,528,D
68551129,532,D
66530183,529,D
97444856,562,A
68683522,519,E
67979656,573,A
65472116,533,D
113009258,502,G
75508144,556,A
68685331,539,C
75618191,514,F
112085509,505,F
117089171,549,B
76351666,519,E
98898340,526,D
61388625,488,G
91508529,541,C
110677246,538,C
125751601,506,F
39360052,548,B
46776709,520,E
71736133,528,D
68997735,523,E
69337387,548,B
46612502,495,G
50273292,530,D
81486606,552,B
56532816,543,B
59199647,514,F
49883421,538,C
42403193,536,C
55159939,530,D
83646963,526,D
91683572,514,F
143889346,523,E
126428753,544,B
131313715,566,A
67939501,535,C
125785631,508,F
100317411,527,D
40198165,521,E
114790936,547,B
38536305,543,B
75255987,520,E
46516737,548,B
83876666,525,D
68831413,516,E
63216286,549,B
50063562,557,A
90247819,520,E
51586473,538,C
51167547,513,F
65732221,555,A
43986434,503,G
93133702,533,D
111939053,516,E
68792567,530,D
50456587,520,E
71613052,518,E
58440943,532,D
129535523,540,C
130666547,543,B
91385094,541,C
49117306,537,C
125048878,525,D
55938557,515,E
48212770,523,E
65636394,540,C
67808773,534,C
44139761,545,B
38416141,514,F
73894521,520,E
62115174,540,C
38617091,521,E
41299680,504,G
93624499,515,E
72612465,535,C
111127116,527,D
102155389,545,B
72573471,528,D
55281680,524,D
131242883,545,B
116253356,538,C
73375319,513,F
72102164,562,A
66523368,551,B
46846036,528,D
134646104,549,B
40267839,560,A
51828185,545,B
39529544,504,G
56008336,501,G
40107532,525,D
67267073,522,E
66442407,544,B
77538299,513,F
43256295,538,C
110347235,534,C
103417634,515,E
55072625,513,F
61438837,522,E
55423378,548,B
141603782,543,B
70874836,514,F
95118469,509,F
38545277,497,G
90065147,520,E
100092171,506,F
131247785,532,D
65743902,506,F
109312004,544,B
74775961,511,F
63474969,518,E
59463042,527,D
125882491,528,D
118368160,513,F
40756904,498,G
38586627,479,G
127681964,523,E
94034302,554,B
92523603,532,D
125097789,510,F
90151094,534,C
59191739,509,F
67477159,522,E
62165270,506,F
78489372,550,B
122662360,540,C
61469674,534,C
15311189,502,G
115013599,518,E
75111557,542,C
65876384,537,C
132788644,543,B
43986823,512,F
94208363,517,E
86903064,523,E
125923167,538,C
116880509,533,D
44986165,540,C
94261862,518,E
63479235,522,E
96869861,527,D
101601143,504,G
67377848,506,F
129426461,544,B
100091733,511,F
68610257,551,B
92232934,514,F
94141751,541,C
55069809,542,C
69644495,486,G
41011466,548,B
72193890,518,E
65985882,508,F
81406884,508,F
56110621,503,G
58662401,539,C
97952132,551,B
112063426,542,C
54568630,506,F
60770619,562,A
97594936,512,F
40992731,514,F
76102200,542,C
87674226,502,G
125302399,538,C
61543571,526,D
95855393,493,G
77360563,544,B
55201401,511,F
86633832,537,C
90284180,532,D
60606928,522,E
70471160,511,F
125167384,531,D
117270559,556,A
124143603,541,C
79895265,567,A
46845376,514,F
95324515,524,D
96370780,508,F
121229726,547,B
59292141,535,C
77040435,562,A
60325288,526,D
60783141,518,E
107559956,527,D
39008447,504,G
51146030,524,D
91774321,517,E
40217407,520,E
60923989,536,C
97526479,516,E
79004691,524,D
59391704,554,B
71865867,509,F
43459959,546,B
66466129,495,G
74716579,539,C
61982935,509,F
65553216,521,E
95567559,526,D
120619533,520,E
100456874,547,B
95607338,527,D
92817298,519,E
129513845,532,D
56080950,508,F
42675129,552,B
55169076,515,E
109890629,505,F
58311132,537,C
117234191,556,A
73324251,533,D
85539347,529,D
145105747,561,A
114122624,523,E
45464611,523,E
72612422,521,E
